1,13,68
1,15,60
1,17,82
1,20,88
1,27,45
2,2,0
2,24,23
2,28,35
3,21,30
3,26,61
4,14,23
4,21,94
5,1,92
5,5,0
5,6,68
5,9,5
5,12,62
5,14,97
5,15,96
5,16,21
5,18,61
5,22,27
5,25,88
5,27,91
5,29,99
5,30,21
6,2,35
6,3,98
6,22,51
6,23,16
7,2,57
7,5,87
8,1,17
8,7,45
8,17,69
8,25,16
8,26,42
8,27,76
9,2,8
9,9,0
9,14,15
9,18,77
9,22,64
10,2,53
10,5,88
10,6,14
10,14,71
10,21,98
10,23,27
10,27,72
10,28,59
11,4,23
11,6,58
11,7,91
11,9,30
11,12,26
11,13,82
11,15,92
11,18,74
11,19,61
11,20,51
11,28,77
12,14,54
12,18,51
12,25,25
13,9,97
13,10,58
13,12,25
13,14,23
13,20,98
13,22,52
13,25,99
13,27,67
13,28,66
14,1,76
14,2,97
14,6,45
14,11,63
14,14,0
14,16,85
14,19,47
14,21,50
14,22,78
14,26,47
14,27,38
14,28,66
14,29,11
15,2,57
15,7,34
15,8,87
15,14,16
15,17,68
15,18,7
15,26,40
15,27,55
15,28,77
15,29,20
16,4,99
16,6,73
16,8,32
16,12,68
16,17,85
16,20,21
17,3,99
17,4,77
17,5,76
17,14,11
17,17,0
17,22,9
17,30,26
18,16,19
19,2,85
19,5,83
19,8,17
20,3,85
20,22,27
22,10,26
22,11,22
22,27,81
22,30,56
23,26,85
24,1,13
24,9,92
24,15,80
24,17,53
24,18,29
24,20,97
24,28,95
24,30,66
25,2,9
25,3,57
25,7,83
25,14,60
25,15,23
25,17,11
25,19,36
25,30,81
26,6,22
26,13,93
27,9,79
27,19,41
28,1,29
28,3,5
28,4,39
28,5,69
28,6,20
28,9,86
28,16,38
28,21,65
28,26,34
29,17,77
29,21,35
29,25,63
30,4,28
30,7,17
30,8,28
30,11,11
30,16,65
30,19,72
30,20,54
30,27,85
